requirement_id,user_id,application_domain,tags,novelty,usefulness,clarity
2507,391,Energy,,2,1,1
2507,391,Energy,,3,4,3
2509,391,Health,,1,5,5
2509,391,Health,,3,4,4
2509,391,Health,,5,5,5
2510,394,Health,"dehumidifiers, clean air",4,4,4
2510,394,Health,"dehumidifiers, clean air",5,4,5
2510,394,Health,"dehumidifiers, clean air",3,4,3
2510,394,Health,"dehumidifiers, clean air",4,4,5
2513,405,Safety,,4,5,5
2513,405,Safety,,4,4,4
2513,405,Safety,,5,5,5
2513,405,Safety,,4,4,3
2514,405,Safety,,4,2,5
2514,405,Safety,,5,5,5
2514,405,Safety,,4,4,5
2515,401,Health,,2,4,5
2515,401,Health,,3,4,3
2515,401,Health,,5,5,5
2516,405,Safety,,5,5,5
2516,405,Safety,,3,4,3
2516,405,Safety,,3,4,4
2517,404,Safety,"pets, fire",5,5,5
2517,404,Safety,"pets, fire",5,5,5
2517,404,Safety,"pets, fire",4,4,4
2518,405,Safety,,2,5,5
2518,405,Safety,,5,5,5
2518,405,Safety,,4,3,3
2519,405,Health,,4,4,4
2519,405,Health,,4,3,3
2519,405,Health,,5,5,5
2520,401,Safety,,2,4,4
2520,401,Safety,,2,1,2
2520,401,Safety,,4,3,4
2521,404,Safety,"fire, fire department, alert",2,5,5
2521,404,Safety,"fire, fire department, alert",1,5,4
2521,404,Safety,"fire, fire department, alert",3,3,4
2522,405,Health,,4,4,3
2522,405,Health,,2,2,3
2522,405,Health,,5,5,5
2523,404,Safety,"fire, safety",5,5,5
2523,404,Safety,"fire, safety",2,5,4
2523,404,Safety,"fire, safety",5,5,5
2524,405,Health,,5,5,5
2524,405,Health,,4,5,4
2524,405,Health,,5,4,5
2525,405,Safety,,1,5,3
2525,405,Safety,,4,5,5
2526,405,Energy,,5,5,5
2527,405,Energy,,2,4,4
2527,405,Energy,,2,3,3
2527,405,Energy,,2,2,5
2528,401,Entertainment,,4,4,4
2528,401,Entertainment,,2,1,3
2528,401,Entertainment,,2,2,2
2529,406,Health,#health,5,4,2
2529,406,Health,#health,3,3,2
2529,406,Health,#health,4,4,5
2531,401,Safety,,5,5,5
2533,406,Safety,#pets,4,4,3
2533,406,Safety,#pets,4,5,5
2534,406,Energy,#energy,1,5,5
2534,406,Energy,#energy,5,5,5
2534,406,Energy,#energy,3,3,3
2534,406,Energy,#energy,5,3,3
2534,406,Energy,#energy,2,5,4
2535,406,Health,#purchases,2,4,4
2535,406,Health,#purchases,2,4,4
2535,406,Health,#purchases,3,3,3
2536,406,Health,#plants,5,5,5
2538,406,Entertainment,#videogames,5,4,3
2538,406,Entertainment,#videogames,1,2,2
2538,406,Entertainment,#videogames,1,3,5
2539,406,Safety,#health #home renovation,3,4,3
2539,406,Safety,#health #home renovation,4,3,5
2539,406,Safety,#health #home renovation,4,4,5
2540,406,Safety,#safety ,5,4,3
2540,406,Safety,#safety ,5,5,5
2540,406,Safety,#safety ,1,5,5
2541,406,Health,"#health, #food",4,4,5
2545,411,Energy,"Lights, Auto, Movement",5,4,5
2545,411,Energy,"Lights, Auto, Movement",3,5,5
2547,411,Entertainment,"House,Talking",3,3,4
2547,411,Entertainment,"House,Talking",2,5,3
2548,411,Health,"Water Heater, Bathroom",5,5,5
2548,411,Health,"Water Heater, Bathroom",3,3,5
2548,411,Health,"Water Heater, Bathroom",2,4,5
2549,411,Safety,"Locks,Door.",1,3,4
2549,411,Safety,"Locks,Door.",1,3,2
2549,411,Safety,"Locks,Door.",4,4,4
2550,411,Safety,"Alarm, Sensors",3,4,4
2550,411,Safety,"Alarm, Sensors",2,1,1
2550,411,Safety,"Alarm, Sensors",2,4,5
2551,411,Energy,"AC, Humidity",5,5,5
2551,411,Energy,"AC, Humidity",3,3,4
2552,411,Energy,"AC, Thermostat",2,4,3
2552,411,Energy,"AC, Thermostat",2,3,4
2552,411,Energy,"AC, Thermostat",4,5,5
2552,411,Energy,"AC, Thermostat",1,5,5
2555,413,Energy,current bill saver,2,3,5
2555,413,Energy,current bill saver,3,4,5
2555,413,Energy,current bill saver,3,5,4
2555,413,Energy,current bill saver,3,5,5
2556,413,Safety,child growth,3,4,4
2556,413,Safety,child growth,4,4,4
2557,413,Safety,safety alerts,2,5,5
2558,413,Health,medications,3,3,2
2558,413,Health,medications,1,3,2
2559,413,Health,sleep,2,4,4
2559,413,Health,sleep,1,2,4
2559,413,Health,sleep,3,3,4
2560,413,Health,body temperature,2,3,4
2560,413,Health,body temperature,3,3,1
2560,413,Health,body temperature,3,3,3
2561,413,Safety,be safe,3,4,4
2561,413,Safety,be safe,5,5,5
2561,413,Safety,be safe,1,5,5
2561,413,Safety,be safe,1,1,1
2562,413,Energy,conservation.,2,3,1
2562,413,Energy,conservation.,2,2,2
2562,413,Energy,conservation.,2,4,2
2564,413,Safety,save energy,4,4,3
2564,413,Safety,save energy,4,5,4
2565,415,Health,"kids, house",3,4,4
2565,415,Health,"kids, house",5,1,5
2565,415,Health,"kids, house",1,1,3
2565,415,Health,"kids, house",4,2,5
2566,414,Health,smart vacuum,3,5,5
2566,414,Health,smart vacuum,1,4,4
2566,414,Health,smart vacuum,3,4,4
2567,413,Safety,alert,1,3,4
2567,413,Safety,alert,1,1,3
2567,413,Safety,alert,4,4,4
2567,413,Safety,alert,3,3,4
2567,413,Safety,alert,3,5,5
2568,415,Safety,"lock, secure",5,5,5
2568,415,Safety,"lock, secure",1,2,5
2568,415,Safety,"lock, secure",1,3,5
2568,415,Safety,"lock, secure",4,5,5
2569,414,Safety,"motion detector, outside",1,4,4
2569,414,Safety,"motion detector, outside",3,4,3
2569,414,Safety,"motion detector, outside",1,4,5
2570,415,Safety,"bathtub, regulate, temperature",3,4,4
2570,415,Safety,"bathtub, regulate, temperature",4,2,4
2570,415,Safety,"bathtub, regulate, temperature",5,5,5
2572,415,Entertainment,"tv, shows",4,5,4
2572,415,Entertainment,"tv, shows",3,5,4
2572,415,Entertainment,"tv, shows",4,4,4
2573,414,Safety,poison gas detector,4,5,5
2573,414,Safety,poison gas detector,3,5,5
2573,414,Safety,poison gas detector,4,5,5
2574,415,Health,"dog, walk, remind",3,5,5
2574,415,Health,"dog, walk, remind",5,5,5
2574,415,Health,"dog, walk, remind",5,2,4
2575,414,Energy,"smart washing machine, clothes",4,5,5
2575,414,Energy,"smart washing machine, clothes",4,4,5
2575,414,Energy,"smart washing machine, clothes",3,5,4
2576,415,Safety,"windows, opwn, close",5,5,5
2577,414,Safety,"water leaks, detector",3,5,5
2577,414,Safety,"water leaks, detector",2,3,5
2577,414,Safety,"water leaks, detector",3,4,3
2577,414,Safety,"water leaks, detector",4,5,5
2578,415,Health,"kitchen, food, kids",4,5,5
2578,415,Health,"kitchen, food, kids",4,4,5
2578,415,Health,"kitchen, food, kids",4,3,4
2579,414,Entertainment,video game,2,3,5
2579,414,Entertainment,video game,5,4,4
2579,414,Entertainment,video game,2,3,2
2580,415,Energy,"lights, room",2,5,5
2580,415,Energy,"lights, room",2,4,5
2580,415,Energy,"lights, room",4,2,2
2580,415,Energy,"lights, room",2,5,5
2581,414,Safety,"smoke alarm, fire",5,5,5
2581,414,Safety,"smoke alarm, fire",4,5,5
2581,414,Safety,"smoke alarm, fire",3,2,3
2581,414,Safety,"smoke alarm, fire",4,4,3
2582,415,Health,"insect, intruders",3,4,5
2582,415,Health,"insect, intruders",4,2,4
2583,414,Safety,"child safety, swimming pool",5,5,5
2583,414,Safety,"child safety, swimming pool",5,5,5
2583,414,Safety,"child safety, swimming pool",2,4,4
2586,417,Energy,"thermostat, temperature, heat",3,5,5
2586,417,Energy,"thermostat, temperature, heat",3,4,4
2586,417,Energy,"thermostat, temperature, heat",3,5,3
2587,417,Energy,"Lights, Movement",5,5,4
2587,417,Energy,"Lights, Movement",4,2,4
2587,417,Energy,"Lights, Movement",2,4,4
2589,417,Entertainment,Automatic,3,4,5
2589,417,Entertainment,Automatic,3,5,5
2590,417,Safety,"Security, Surveillance",4,5,5
2590,417,Safety,"Security, Surveillance",2,5,4
2590,417,Safety,"Security, Surveillance",1,3,3
2590,417,Safety,"Security, Surveillance",1,5,5
2591,417,Health,"Health, Monitor",4,4,3
2591,417,Health,"Health, Monitor",4,5,5
2591,417,Health,"Health, Monitor",2,3,4
2592,417,Health,"Automatic, Calories, Weight",5,5,5
2592,417,Health,"Automatic, Calories, Weight",4,3,4
2592,417,Health,"Automatic, Calories, Weight",5,5,5
2593,417,Safety,"Lock, Security, Automatic",3,4,4
2593,417,Safety,"Lock, Security, Automatic",1,5,3
2593,417,Safety,"Lock, Security, Automatic",5,5,5
2594,417,Safety,"Roof, Snow, Melt, Collapse",5,5,5
2594,417,Safety,"Roof, Snow, Melt, Collapse",3,3,4
2594,417,Safety,"Roof, Snow, Melt, Collapse",4,2,4
2594,417,Safety,"Roof, Snow, Melt, Collapse",5,5,5
2597,419,Energy,"dog, walk, door, open, automatic",5,5,5
2597,419,Energy,"dog, walk, door, open, automatic",5,5,5
2597,419,Energy,"dog, walk, door, open, automatic",3,4,3
2598,419,Safety,"christmas, lights, fire, automatic",3,4,3
2598,419,Safety,"christmas, lights, fire, automatic",5,5,5
2598,419,Safety,"christmas, lights, fire, automatic",2,2,2
2598,419,Safety,"christmas, lights, fire, automatic",2,2,2
2599,419,Energy,"thermostat, money, sleep, energy, temperature",5,5,5
2599,419,Energy,"thermostat, money, sleep, energy, temperature",4,4,5
2602,419,Safety,"keys, doors, sensor",4,4,4
2602,419,Safety,"keys, doors, sensor",3,5,4
2603,419,Energy,"shower, temperature, time, energy, water",5,3,5
2604,419,Entertainment,"refrigerator, music, cooking",2,3,5
2604,419,Entertainment,"refrigerator, music, cooking",4,3,5
2605,420,Health,"shower, bath, water",3,5,5
2605,420,Health,"shower, bath, water",1,3,4
2605,420,Health,"shower, bath, water",2,4,4
2606,420,Safety,"children, door",2,5,5
2606,420,Safety,"children, door",5,4,4
2606,420,Safety,"children, door",4,5,4
2607,420,Energy,"water, heat, money",5,5,5
2607,420,Energy,"water, heat, money",3,3,5
2608,420,Energy,"tv, sleep",3,4,5
2608,420,Energy,"tv, sleep",5,5,5
2609,420,Safety,"cooking, steve",4,5,4
2609,420,Safety,"cooking, steve",2,5,5
2610,420,Safety,"burglary, theft",5,3,5
2610,420,Safety,"burglary, theft",4,5,4
2610,420,Safety,"burglary, theft",5,5,5
2610,420,Safety,"burglary, theft",1,1,1
2611,420,Safety,"pool, children",4,3,3
2611,420,Safety,"pool, children",5,5,5
2611,420,Safety,"pool, children",3,4,4
2611,420,Safety,"pool, children",4,4,4
2612,420,Energy,"light, windows",4,5,3
2612,420,Energy,"light, windows",4,5,4
2612,420,Energy,"light, windows",1,3,3
2614,420,Safety,"children, bath",5,5,5
2614,420,Safety,"children, bath",3,2,4
2614,420,Safety,"children, bath",5,5,5
2615,427,Safety,Privacy,4,4,5
2615,427,Safety,Privacy,3,3,5
2615,427,Safety,Privacy,4,4,4
2616,427,Entertainment,Video games,1,2,2
2616,427,Entertainment,Video games,3,2,3
2616,427,Entertainment,Video games,4,4,5
2618,427,Energy,Lighting,4,5,4
2618,427,Energy,Lighting,3,4,4
2618,427,Energy,Lighting,4,4,5
2620,427,Entertainment,Music,3,4,4
2620,427,Entertainment,Music,2,3,3
2620,427,Entertainment,Music,5,5,5
2622,423,Safety,"alarm, barrier",1,1,1
2622,423,Safety,"alarm, barrier",2,2,2
2622,423,Safety,"alarm, barrier",4,3,2
2624,427,Energy,Kids,2,5,5
2624,427,Energy,Kids,5,4,3
2624,427,Energy,Kids,3,4,1
2625,427,Safety,Oven,4,5,5
2625,427,Safety,Oven,2,5,5
2627,424,Energy,"fireplace, heating",3,4,4
2627,424,Energy,"fireplace, heating",4,4,4
2628,423,Safety,,5,5,5
2628,423,Safety,,3,4,4
2628,423,Safety,,3,3,4
2629,427,Safety,"windows, robbery",3,3,5
2629,427,Safety,"windows, robbery",4,4,5
2629,427,Safety,"windows, robbery",5,5,5
2630,429,Entertainment,"Family, Cameras, Security",3,3,5
2630,429,Entertainment,"Family, Cameras, Security",3,3,3
2630,429,Entertainment,"Family, Cameras, Security",4,4,4
2631,427,Safety,garage,3,4,3
2632,426,Health,"Diet, Food, Health",3,4,5
2632,426,Health,"Diet, Food, Health",5,4,5
2633,424,Safety,"stairs, child safety",4,4,4
2633,424,Safety,"stairs, child safety",4,5,5
2633,424,Safety,"stairs, child safety",5,5,5
2634,429,Entertainment,"Sports, Entertainment, Automation",1,2,5
2634,429,Entertainment,"Sports, Entertainment, Automation",5,3,5
2634,429,Entertainment,"Sports, Entertainment, Automation",2,3,4
2635,427,Energy,temperature,3,4,3
2635,427,Energy,temperature,4,5,5
2637,423,Entertainment,"TV, Movies",3,3,4
2637,423,Entertainment,"TV, Movies",1,2,5
2640,424,Entertainment,"music, Pandora",3,3,3
2640,424,Entertainment,"music, Pandora",4,4,4
2641,423,Safety,"detector, alarm",3,5,5
2641,423,Safety,"detector, alarm",5,5,5
2641,423,Safety,"detector, alarm",1,4,5
2642,429,Energy,"Farming, Energy, Notifications",4,5,2
2642,429,Energy,"Farming, Energy, Notifications",1,5,5
2642,429,Energy,"Farming, Energy, Notifications",5,3,4
2642,429,Energy,"Farming, Energy, Notifications",3,3,3
2642,429,Energy,"Farming, Energy, Notifications",3,3,3
2643,426,Energy,"lights, energy, conservation",3,3,5
2643,426,Energy,"lights, energy, conservation",4,3,3
2643,426,Energy,"lights, energy, conservation",5,5,5
2645,429,Health,"Health, Entertainment, Home Theater",5,2,5
2645,429,Health,"Health, Entertainment, Home Theater",2,3,4
2645,429,Health,"Health, Entertainment, Home Theater",3,2,5
2646,433,Safety,"oven, safety",4,2,5
2646,433,Safety,"oven, safety",4,5,3
2647,429,Energy,Energy Conservation,4,5,5
2647,429,Energy,Energy Conservation,4,3,3
2647,429,Energy,Energy Conservation,4,4,5
2648,423,Health,,4,3,4
2648,423,Health,,4,5,5
2648,423,Health,,5,5,5
2649,433,Energy,"mower, time save",1,2,3
2649,433,Energy,"mower, time save",4,4,3
2649,433,Energy,"mower, time save",5,3,3
2650,424,Health,"dinner, recipe, healthy",2,3,5
2650,424,Health,"dinner, recipe, healthy",3,3,5
2650,424,Health,"dinner, recipe, healthy",1,1,5
2653,433,Safety,"child, safety",2,2,3
2653,433,Safety,"child, safety",4,3,4
2654,423,Entertainment,"stove, cooking, temperature",2,3,5
2654,423,Entertainment,"stove, cooking, temperature",5,4,5
2655,433,Entertainment,"child,lights",3,4,4
2655,433,Entertainment,"child,lights",4,1,2
2655,433,Entertainment,"child,lights",2,3,5
2658,433,Safety,"child,safety,oven",4,4,5
2658,433,Safety,"child,safety,oven",5,3,5
2658,433,Safety,"child,safety,oven",4,4,4
2661,433,Safety,"doors,lock",3,3,5
2661,433,Safety,"doors,lock",5,3,4
2662,435,Energy,"electronics, save energy",4,4,5
2662,435,Energy,"electronics, save energy",3,2,2
2663,434,Safety,package,5,5,5
2663,434,Safety,package,5,5,4
2663,434,Safety,package,5,5,5
2664,423,Health,"pets, clean, vacuum ",5,5,5
2664,423,Health,"pets, clean, vacuum ",1,4,5
2664,423,Health,"pets, clean, vacuum ",2,4,5
2665,424,Health,"healthy, snack, child",4,3,4
2665,424,Health,"healthy, snack, child",5,5,5
2665,424,Health,"healthy, snack, child",5,5,5
2665,424,Health,"healthy, snack, child",3,5,5
2666,433,Safety,"home,smoke",2,5,5
2666,433,Safety,"home,smoke",3,4,5
2666,433,Safety,"home,smoke",5,5,5
2666,433,Safety,"home,smoke",3,5,4
2667,434,Entertainment,"music, sound",3,3,3
2667,434,Entertainment,"music, sound",4,4,4
2667,434,Entertainment,"music, sound",5,5,5
2669,435,Energy,"lights, save energy",4,4,4
2669,435,Energy,"lights, save energy",4,4,4
2669,435,Energy,"lights, save energy",3,3,5
2670,434,Health,pets food automatic,4,2,5
2670,434,Health,pets food automatic,3,3,5
2671,433,Safety,"home,alarm",2,4,3
2671,433,Safety,"home,alarm",4,5,4
2671,433,Safety,"home,alarm",4,4,3
2672,424,Safety,"fire, safety, escape",5,5,5
2672,424,Safety,"fire, safety, escape",5,5,5
2672,424,Safety,"fire, safety, escape",2,4,4
2674,434,Energy,generate electricity,3,3,2
2674,434,Energy,generate electricity,3,4,2
2675,434,Energy,heating,1,2,4
2675,434,Energy,heating,4,3,4
2676,435,Entertainment,"movies, television",4,4,3
2676,435,Entertainment,"movies, television",1,1,1
2677,434,Health,food pet,3,3,2
2677,434,Health,food pet,5,2,4
2677,434,Health,food pet,5,4,5
2679,433,Safety,"home,safety",5,5,5
2679,433,Safety,"home,safety",5,5,5
2679,433,Safety,"home,safety",5,5,4
2680,434,Entertainment,gaming lights sound,5,3,5
2682,435,Energy,"temperature, floors, warmth, heat",3,4,3
2682,435,Energy,"temperature, floors, warmth, heat",4,5,4
2682,435,Energy,"temperature, floors, warmth, heat",4,5,5
2682,435,Energy,"temperature, floors, warmth, heat",3,3,3
2683,434,Safety,mail,5,5,5
2684,424,Energy,"recycling, energy, conservation",4,4,5
2684,424,Energy,"recycling, energy, conservation",5,2,3
2684,424,Energy,"recycling, energy, conservation",5,4,3
2687,434,Health,automatic,5,5,5
2687,434,Health,automatic,2,3,1
2687,434,Health,automatic,5,5,5
2688,423,Entertainment,"pool, cover, safety ",2,3,4
2688,423,Entertainment,"pool, cover, safety ",5,3,4
2688,423,Entertainment,"pool, cover, safety ",5,5,5
2688,423,Entertainment,"pool, cover, safety ",4,5,5
2689,434,Health,pets,1,1,4
2689,434,Health,pets,5,4,5
2689,434,Health,pets,3,4,3
2689,434,Health,pets,3,2,4
2689,434,Health,pets,4,3,4
2689,434,Health,pets,3,4,5
2690,424,Entertainment,"TV, entertainment",1,5,5
2690,424,Entertainment,"TV, entertainment",4,4,5
2690,424,Entertainment,"TV, entertainment",1,1,2
2693,433,Safety,"home,safety",1,5,5
2693,433,Safety,"home,safety",1,5,5
2694,433,Safety,"home, safety",4,3,5
2694,433,Safety,"home, safety",5,5,4
2694,433,Safety,"home, safety",4,3,5
2695,424,Energy,"stove, cooking",1,3,4
2695,424,Energy,"stove, cooking",4,4,4
2695,424,Energy,"stove, cooking",3,4,4
2697,435,Energy,"heat, warmth, heaters, save energy",4,4,5
2698,436,Health,"food, replicator, replication",4,3,2
2699,438,Entertainment,"Television, child supervision",3,3,3
2699,438,Entertainment,"Television, child supervision",2,2,2
2700,424,Health,"child safety, health",3,3,4
2700,424,Health,"child safety, health",5,2,5
2700,424,Health,"child safety, health",3,2,5
2701,435,Safety,"camera, dog, safety",3,5,3
2701,435,Safety,"camera, dog, safety",5,5,5
2702,438,Safety,"weather, safety",5,5,5
2702,438,Safety,"weather, safety",3,5,5
2702,438,Safety,"weather, safety",2,5,5
2703,436,Energy,"shower, water, efficiency",3,4,5
2703,436,Energy,"shower, water, efficiency",5,5,5
2704,432,Health,"Bathroom, Toilet, Voice Control",5,2,5
2704,432,Health,"Bathroom, Toilet, Voice Control",5,2,4
2705,426,Safety,"safety, fall, alert",4,4,3
2705,426,Safety,"safety, fall, alert",4,4,4
2705,426,Safety,"safety, fall, alert",3,5,5
2707,438,Energy,"light bulbs, energy",4,4,5
2707,438,Energy,"light bulbs, energy",5,5,5
2708,432,Safety,"Baby, Crib",3,4,4
2708,432,Safety,"Baby, Crib",3,5,3
2708,432,Safety,"Baby, Crib",3,4,2
2709,436,Energy,"smart floor, warming",5,3,4
2709,436,Energy,"smart floor, warming",4,4,4
2709,436,Energy,"smart floor, warming",2,4,4
2710,426,Entertainment,"entertainment, alert",5,5,5
2710,426,Entertainment,"entertainment, alert",4,4,4
2711,432,Energy,"Sleep, Energy Savings",2,4,4
2711,432,Energy,"Sleep, Energy Savings",4,5,5
2711,432,Energy,"Sleep, Energy Savings",3,4,4
2711,432,Energy,"Sleep, Energy Savings",1,4,5
2713,438,Safety,"security, crime reporting",2,5,5
2713,438,Safety,"security, crime reporting",5,5,5
2714,430,Energy,"Window blinds, energy saving, safety",5,5,5
2714,430,Energy,"Window blinds, energy saving, safety",3,2,5
2714,430,Energy,"Window blinds, energy saving, safety",4,4,4
2715,439,Health,electonic health,5,5,5
2715,439,Health,electonic health,5,5,5
2715,439,Health,electonic health,2,4,4
2716,432,Entertainment,"TV, Remote Control",1,1,2
2716,432,Entertainment,"TV, Remote Control",1,5,5
2716,432,Entertainment,"TV, Remote Control",3,4,5
2717,440,Safety,doorbell,3,3,5
2718,436,Entertainment,"smart monitor, smart television, entertainment",4,4,4
2718,436,Entertainment,"smart monitor, smart television, entertainment",3,3,3
2720,432,Health,Shower,4,4,5
2720,432,Health,Shower,4,4,4
2721,440,Energy,sprinkler water ,2,3,4
2721,440,Energy,sprinkler water ,1,3,5
2722,440,Safety,child safety ,4,4,4
2722,440,Safety,child safety ,5,5,5
2722,440,Safety,child safety ,4,4,4
2723,438,Entertainment,"movies, alerts, Netflix",5,2,5
2725,440,Energy,,1,5,5
2725,440,Energy,,1,3,4
2725,440,Energy,,2,3,4
2726,439,Safety,automatic,2,3,3
2726,439,Safety,automatic,5,5,3
2726,439,Safety,automatic,4,3,5
2727,432,Health,Water Filtration,5,3,3
2727,432,Health,Water Filtration,3,2,3
2727,432,Health,Water Filtration,1,4,5
2727,432,Health,Water Filtration,3,3,3
2727,432,Health,Water Filtration,3,5,3
2728,440,Health,phone alert litterbox ,5,1,5
2728,440,Health,phone alert litterbox ,3,4,5
2728,440,Health,phone alert litterbox ,4,4,5
2730,436,Entertainment,"gaming, smart computer",3,2,4
2730,436,Entertainment,"gaming, smart computer",3,4,5
2730,436,Entertainment,"gaming, smart computer",5,4,5
2732,438,Health,"water temperature, shower, plumbing, comfort",4,3,4
2732,438,Health,"water temperature, shower, plumbing, comfort",3,4,4
2732,438,Health,"water temperature, shower, plumbing, comfort",4,4,5
2733,440,Entertainment,music ,3,3,3
2733,440,Entertainment,music ,3,4,5
2733,440,Entertainment,music ,4,3,4
2735,432,Health,"Refrigerator, Kitchen",4,5,5
2735,432,Health,"Refrigerator, Kitchen",4,4,4
2735,432,Health,"Refrigerator, Kitchen",5,3,3
2736,436,Safety,"smart doors, laziness",4,4,4
2736,436,Safety,"smart doors, laziness",5,5,5
2736,436,Safety,"smart doors, laziness",4,4,5
2737,440,Safety,automatic locking ,2,5,5
2737,440,Safety,automatic locking ,3,2,5
2737,440,Safety,automatic locking ,5,5,5
2739,440,Health,smart vacuum,2,3,5
2739,440,Health,smart vacuum,1,1,1
2739,440,Health,smart vacuum,2,4,2
2743,430,Safety,"Pets, safety, motion sensors",3,2,4
2743,430,Safety,"Pets, safety, motion sensors",4,4,5
2743,430,Safety,"Pets, safety, motion sensors",5,5,5
2744,440,Energy,thermostat ,3,5,5
2745,442,Energy,lighting windows energy,4,2,4
2745,442,Energy,lighting windows energy,2,2,2
2745,442,Energy,lighting windows energy,3,4,4
2746,439,Health,air pollution,3,3,3
2746,439,Health,air pollution,1,5,5
2746,439,Health,air pollution,5,5,5
2747,441,Energy,heating and cooling,3,4,4
2747,441,Energy,heating and cooling,4,5,5
2748,442,Entertainment,television ,4,3,3
2748,442,Entertainment,television ,3,3,5
2748,442,Entertainment,television ,5,5,5
2749,440,Health,smart refrigerator ,5,5,4
2749,440,Health,smart refrigerator ,5,5,5
2749,440,Health,smart refrigerator ,2,5,5
2750,441,Safety,"windows, children",5,5,5
2750,441,Safety,"windows, children",3,4,5
2750,441,Safety,"windows, children",5,4,5
2751,439,Entertainment,ease of entertainment ,4,4,5
2751,439,Entertainment,ease of entertainment ,3,3,4
2751,439,Entertainment,ease of entertainment ,3,2,3
2753,441,Safety,"door, emergency",4,5,5
2753,441,Safety,"door, emergency",5,5,5
2753,441,Safety,"door, emergency",4,3,4
2754,439,Safety,"motion detector, safety",2,4,4
2755,442,Energy,lighting ,3,3,4
2755,442,Energy,lighting ,3,4,3
2755,442,Energy,lighting ,4,2,4
2757,439,Safety,"safety, loss prevention ",4,4,4
2757,439,Safety,"safety, loss prevention ",1,4,5
2757,439,Safety,"safety, loss prevention ",2,5,4
2758,438,Health,"mold, lead, health, air safety",5,5,5
2758,438,Health,"mold, lead, health, air safety",4,5,5
2758,438,Health,"mold, lead, health, air safety",5,5,5
2759,442,Health,cooking,5,5,5
2759,442,Health,cooking,2,3,5
2760,430,Health,"Safety, health, alarm, pets",3,3,4
2760,430,Health,"Safety, health, alarm, pets",5,4,4
2760,430,Health,"Safety, health, alarm, pets",5,5,4
2761,441,Health,"sleep, alarm, lights",3,5,5
2761,441,Health,"sleep, alarm, lights",1,5,5
2761,441,Health,"sleep, alarm, lights",3,4,5
2761,441,Health,"sleep, alarm, lights",5,5,4
2762,439,Energy,"save energy, protection",2,5,5
2762,439,Energy,"save energy, protection",4,4,3
2763,442,Safety,pets,4,4,3
2763,442,Safety,pets,5,5,5
2763,442,Safety,pets,4,4,4
2765,438,Health,baby health and safety,5,3,4
2765,438,Health,baby health and safety,5,5,4
2765,438,Health,baby health and safety,4,3,4
2765,438,Health,baby health and safety,4,5,3
2766,439,Entertainment,"fragrance, automatic",3,5,5
2766,439,Entertainment,"fragrance, automatic",3,5,5
2766,439,Entertainment,"fragrance, automatic",2,3,5
2768,442,Energy,roofing heating cooling,3,4,5
2768,442,Energy,roofing heating cooling,4,4,3
2768,442,Energy,roofing heating cooling,4,5,5
2769,442,Safety,driveway,3,3,3
2769,442,Safety,driveway,5,4,5
2769,442,Safety,driveway,5,5,5
2770,442,Safety,children safety,3,4,5
2770,442,Safety,children safety,4,5,4
2770,442,Safety,children safety,4,5,5
2771,436,Health,"water, health, smart water",3,3,3
2771,436,Health,"water, health, smart water",5,5,4
2772,430,Health,"Kitchen, pantry, smart inventory",3,2,3
2772,430,Health,"Kitchen, pantry, smart inventory",2,2,2
2773,436,Entertainment,"smart sports, tennis, forever alone",2,2,1
2773,436,Entertainment,"smart sports, tennis, forever alone",3,2,5
2773,436,Entertainment,"smart sports, tennis, forever alone",5,3,4
2774,436,Energy,"smart blinds, sun",3,5,3
2774,436,Energy,"smart blinds, sun",4,3,4
2774,436,Energy,"smart blinds, sun",4,5,5
2775,442,Energy,lighting,2,2,4
2775,442,Energy,lighting,4,4,4
2775,442,Energy,lighting,5,4,4
2776,430,Safety,"Water leakage, spill detector, alarm",4,3,5
2776,430,Safety,"Water leakage, spill detector, alarm",5,5,5
2777,442,Health,pets yard,4,4,5
2778,430,Energy,"Well pumps, burnouts, water, temperature sensors",5,4,5
2778,430,Energy,"Well pumps, burnouts, water, temperature sensors",1,5,5
2778,430,Energy,"Well pumps, burnouts, water, temperature sensors",4,4,4
2779,430,Safety,"Woodstove, temperature, carbon buildup",5,5,5
2779,430,Safety,"Woodstove, temperature, carbon buildup",2,5,5
2780,430,Health,"Livestock, waterers, farming",3,4,4
2780,430,Health,"Livestock, waterers, farming",3,3,4
2780,430,Health,"Livestock, waterers, farming",3,5,5
2781,441,Safety,pets,4,4,3
2781,441,Safety,pets,3,4,3
2781,441,Safety,pets,3,3,3
2782,430,Safety,"Roofing, attic, leaks, alarm",1,4,5
2782,430,Safety,"Roofing, attic, leaks, alarm",5,5,5
2783,441,Energy,"washer, dryer",4,5,5
2783,441,Energy,"washer, dryer",1,4,5
2783,441,Energy,"washer, dryer",1,5,5
2783,441,Energy,"washer, dryer",2,3,4
2783,441,Energy,"washer, dryer",2,4,5
2783,441,Energy,"washer, dryer",3,4,5
2784,430,Energy,"Propane, gas, heating",5,5,5
2784,430,Energy,"Propane, gas, heating",3,5,5
2785,441,Energy,energy,5,5,5
2786,430,Safety,"Propane, gas leaks, heating, safety",4,5,5
2786,430,Safety,"Propane, gas leaks, heating, safety",4,5,3
2786,430,Safety,"Propane, gas leaks, heating, safety",4,5,5
2787,441,Energy,"fridge, freezer",5,5,5
2787,441,Energy,"fridge, freezer",2,1,2
