id,sentence,domain
1355,"There is no movement or noise in the room., I fall asleep on the sofa in the living room., The lights automatically turn off.",safety
1356,"There is no movement or sound in the room., I am reading in bed with the lights on. After I put the book away and after I have no movement for the preconfigured time, the lights automatically fade., The lights fade out.",safety
1357,"There is a movement in the hall. , In the middle of the night I go to the kitchen to have a glass of water. I am passing the hall., The lights should turn on the second I enter the hall and should not go off until I leave the room.",energy
1358,"There is motion in the room., I am drunk and enter a new room., The lights come on and enhance my safety.",safety
1359,"There is movement outside my home when it is dark outside., A raccoon walks near my home when it is dark outside., The lights automatically come on.",safety
1360,"There is movement outside my home., Someone enters my backyard at night and begins looking through my trash., The lights automatically come on.",safety
1361,"There is a movement in the main room., It's late and our family is back from the trip. We all have our hands full with bags as we enter the house. , The lights should turn on automatically once we open the door ensuring our safety so that we do not strike against some furniture and/or so that we could see where we can put our bags.",safety
1362,"The smart home detects I am preparing dinner in the kitchen., I am preparing dinner in the kitchen, and the countertop lights come on above the cutting board and stove areas., The countertop lights come on.",health
1363,"The smart lights detect that we are having dinner in the dining room., We are having dinner in the dining room, and the preconfigured spotlights enhance our dining experience., The smart lights come on in the dining room to our preconfigured dining settings.",energy
1364,"I am entering the attic., I climb up the ladder into the attic storage room, and the lights automatically come on in the attic., The lights come on in the attic.",energy
1365,"The smart home notices a movement., For the night we leave the automatic watering system turned on to water the plants., The light outside should not be turned on just for the watering system. ",energy
1366,"There is a movement outside., On a winter day when it's already dark a letter carrier comes to deliver some mail. He walks through the garden to the mailbox., The lights should turn on once the letter carrier steps into the garden. ",energy
1367,"There is no noise and almost no movement in the room., I sit down in the living room to read a book. , The light should not fade off while I am reading the book.",health
1368,"There is no movement or sound in the bathroom., While taking a bath I lay down to relax., The light should not turn off while I am taking a bath.",safety
1369,"There is a preconfigured activity going on., I'm playing a game on a PC., The lightning in the room should be dimmed.",entertainment
1370,"Preconfigured activity is happening. (TV), A friend is watching TV at my house while I'm reading a magazine in the same room., The light should not be dimmed as there are two people who perform different activities. ",entertainment
1371,"There is a sudden movement in the room., There's a dog and a cat walking around in the living room., The smart house should not turn on the light when pets are wandering around.",safety
1372,"Grandfather clock will make noise by chiming for 15 seconds and is not authorized; it is night time., Grandfather clock chimes and creates noise in an otherwise empty and quiet room., Lights should not come on",safety
1373,"Roomba will make noise and move throughout different rooms and is not authorized; it is night time., Roomba automatic vacuum creates noise and movement in an otherwise empty and quiet room., Lights should not come on",energy
1374,"I have not made any recognizable motions or sounds for a preconfigured time., I am listening to music through a headset attached to my mobile phone while lying on the bed and I fall asleep., The lights fade out.",entertainment
1375,"Nobody entered the living room again for 30 minutes., I am drinking with my friends in the living room and we decided to go to the garden outside., The lights fade out.",safety
1376,"The lights detected the burglar's sounds and movements., I went shopping for groceries, nobody's home and the lights inside the house are all turned off. A burglar enters the house through a window in the living room that I have forgotten to secure before leaving., The lights in the living room turn on.",safety
1377,"The alarm clock's sound has been detected by my smart home system., It's early in the morning, I was awaken by the sound of my alarm clock so I get up., The lights turn on.",safety
1378,"The distance of the source of movements is outside the defined perimeters of the smart home system., The house is located just side of a busy road. The family living in the house are already sleeping and all the lights outside are turned off including the lights at the main entrance. Several vehicles are passing by., The lights at the main entrance are not activated.",safety
1379,"My smart home system detected the movement., It's late at night and all the lights outside my house are currently off. There are light fixtures in the inner side of my concrete compound walls. Somebody jumps over my wall., All the lights inside my walled backyard including the light fixtures turned on.",health
1380,"The smart home system picked up a lot of random sounds and movements inside my room., I am doing a general cleaning inside my room., The lights stayed bright because it constantly detects random movements and activities.",entertainment
1381,"The smart home system detected multiple entities inside the living room through their voices and movements., It's a usual Friday evening event for Joe and his family. Every Friday, just after dinner, all the family members will go to the living room and sit on the couches there. Moments later, the room will be filled with voices and laughter as they talk and make jokes., The lights stayed bright because it is preconfigured for that certain family activity.",safety
1382,"The room is dark, I walk in, I walk into a dark room, The lights should come on",energy
1383,"The room is dark, my pet walks in , My pet walks into a dark room, The lights should not come on",energy
1384,"The room is dark, my child walks in, My child walks into a dark room, The lights should come on",energy
1385,"The lights are on in the room, I turn on the TV, and there is not much movement in the room, I turn on the TV and sit on the couch, The lights should dim",energy
1386,"It is dark outside, there is movement outside, it is windy, trees/plants are moving in the wind, It is dark outside and very windy, The lights should not come on",energy
1387,"The room was dimmed because someone was watching TV previously, I turn the computer on in the living room, The room lights should brighten where the computer was turned on",entertainment
1388,"The lights are all off as it is night, The dog walks into the kitchen at night to get a drink of water, The lights stay off because it is the dog walking into a room and not a person",health
1389,"It is dark outside, an animal is moving around outside, An animal/pet is wandering around outside, The lights should not come on",safety
1390,"I have not moved in over an hour, Watching TV I fell asleep on the couch, The lights should turn off because I have not moved in an hour",entertainment
1391,"It is dark outside, an intruder is outisde, An intruder is outside, The lights should come on",safety
1392,"It is dark out and everyone in the house is asleep, Coming home late from the movies, The lights should turn on on the porch to help me see as I'm opening the door",safety
1393,"The lights are on, I turn on the tv, I continue to move around the room, I turn on the tv and continue to move around the room, The lights stay bright",entertainment
1394,"It is dark outside, it is windy/stormy, there is an intruder, It's windy/stormy outside, an intruder is outside, The lights should come on",safety
1395,"The room is dark, there is a person sleeping in there already, another person walks in, There is a person sleeping in a dark room, another person walks in, The lights should only come on very little (or not at all depending on user preference)",safety
1396,"There is no movement or noise in the kitchen. , I forget to turn off the light in the kitchen before going to work. , The light turns off. ",energy
1397,"There is no movement in or noise in the game room. , My kid forgets to turn off the light in the basement after playing pool. , The light turns off. ",energy
1398,"There is movement in the livingroom., I come home in the middle of the night and enter my livingroom. , The light turns on. ",energy
1399,"There is noise in the living room. , I fall asleep in the living room with the television on. , The light stays on",entertainment
1400,"There is movement outside my house at night. , Someone tries to look in my window in the middle of the night., The light turns on. ",safety
1401,"There is movement outside my home at night. , Someone tries to break into my garage in the middle of the night. , The light comes on. ",safety
1402,"The light is set to dim red, when music plays in my room. , I turn on soft music in my bedroom with my girlfriend. , Dim red light turns on. ",entertainment
1403,"The light is set to dim in the media room with noise. The movie is starting. , I sit down with my family in the media room. , Lights dim. ",entertainment
1404,"There is movement that could set off the lights, Cat moves in the room., The lights should not go on because it is not a person in the room",health
1405,"The room is otherwise quite but slight movement and noise from coughing occur., Move and cough while sleeping., The lights should not turn on because someone is not acually awake.",safety
1406,"There is no movement and no sound in the room, I leave the light on in the kitchen and leave the room, The lights should dim and turn off",energy
1407,"The smart home light senses my presence., I go into the dark, unoccupied bathroom at night., The light should turn on.",energy
1408,"It is dark out and there is movement as they approach the house., It is dark outside and a friend comes to the door., The lights should turn on.",energy
1409,"It is dark and the lights are off but I move around in my sleep, I am asleep in my room., The lights should not turn on when such movements occur.",energy
1410,"It is night time and the house is dark. The dimmed lighting is not adequate for reading, The lighting in the living room has been dimmed for watching television, but now I want to read, The lights should get brighter once the television is turned off.",entertainment
1411,"I leave the house and forget to turn the lights off, I should send a text from my app to do it., I forget to turn the lights off, It should fade off the lights after 5 minutes",energy
1412,"It's late at night, I go to my bedroom at night, It should automatically turn the lights on in that room",energy
1413,"It's after 10pm at night, A man walks outside my home, The smart home turns the front light on",safety
1414,"It's 10 in the morning, I open up the curtains, The system optimizes the brightness and color of the lights in the room (Turns off the lights)",entertainment
1415,"There's no one else at home, a dog walks into a room, The smart home shouldn't automatically turn on the lights",energy
1416,"It's dark outside, A pet moves outside home , The smart home shouldn't automatically turn on some lights",energy
1418,"It is after 10pm in the child's room., There is no movement in the child's room that lasts more than twenty seconds, The lights should dim to only 3 percent brightness",health
1419,"It is after 11pm, There is movement in the bathroom, Lights come on at 40 percent instead of full power.",energy
1420,"The TV is on, There is movement isolated to the couch in the Den, Lighting should dim to only 20 percent for optimal TV viewing.",entertainment
1421,"It is daytime but overcast outside, There is movement in the den, Light changes to daylight spectrum inside with full brightness",energy
1422,"No movement in closet and door is closed, Closet door closes, Closet light shuts off.",entertainment
1423,"Closet door is open, Closet door opens and there is movement, Lights come on in the closet and remain on in connecting room.",entertainment
1424,"It is night or day and movement is steady and back and forth in a confined space, Trees move in the wind, Lights do not come on.",health
1425,"Area of motion is smaller than 3x3 feet, Small animal moves by light, Lights do not come on.",safety
1426,"It is dark out and there is movement low to the ground, There is movement outside my home, Lights come on down low",health
1427,"The lights are programmed to know when sunset is occurring and will turn on any time motion is detected in the room after that time., It is after sunset and motion is detected in the room., The lights turn on.",safety
1428,"The lights are programmed with a geofence to cause them to turn on when anyone walks into the designated area around the house. The driveway is included in the geofence area., Motion is detected on the driveway of the house after dark., Lights in designated rooms of the house should light up to indicate that there is activity in the home.",safety
1429,"The lights in the room are turned on by the TV watcher via a connected app., Watching TV in a dark room., The lights adjust in color and brightness to compliment what is on the TV screen. ",entertainment
1430,"Lights dim, and forced to go on app or to the light-switch to turn them on., Sitting on the couch watching TV., The lights either dim, or you get up and turn them on via app or yourself.",energy
1431,"I don't move for a preconfigured time., I don't move., The lights automatically fade.",energy
1432,"The lights turn on as it notices motion in the room as you walk by its sensors., Get home and walk into your home., The lights are now on.",energy
1433,"After reaching its sensors, the lights flash on brightly at you. You hit a sensor upon entering the driveway., You begin pulling up your house as you get home from work late at night., All lights on house begin turning on as they are synced together.",safety
1434,"One trips on his shoe and falls down., A group of teenagers run up to egg your house., The lights shine brightly and ward them off.",health
1436,"I am walking from the bedroom to the kitchen and back again., I get up in the night to get a drink of water., The lights should come on in each room and then turn off again after a set period of time.",energy
1438,"My lights pick up through bluetooth the TV is turned on., Walk into room, as lights turn on from awaking the sensor.. I sit down to watch some TV., The light from above begin dimming as it acknowledges the light being emitted from TV. ",entertainment
1440,"When the neighbor crosses my driveway with his dog, there is movement within range of the house., The neighbor is walking his dog at night., The lights should turn on.",safety
1442,"Because the home is optimizing the lighting, it should recognize that my husband is still asleep., I get up at night to get a drink of water from the kitchen., The lights should only come on dimly in the bedroom, and perhaps be brighter in the hallway and kitchen.",health
1443,"I fall asleep and havnt moved in a little while, I have been watching a movie in the living room, the light should fade off after about 30 minutes of no movement",entertainment
1444,"the lights should fade to off since no one is in the room and no noise is being made., I leave the room while the lights are on, the lights should turn off.",energy
1446,"waking up in the middle of the night to use the bathroom , someone walks into a dark bathroom , lights should slowly turn on so they can see where they are going",energy
1447,"the lights are activated by the movement and turn on, someone walks up to your house at night, you can see who is outside your home",safety
1448,"If the correct movement is not made nothing will happen., when person walks into room they will be able to control the level of lights with a movement., a second movement or voice command will be given to confirm setting.",health
1449,"the dog is moving. lights stay on., I leave the house. my dog is still in the room., the lights should not turn off while the dog is in the room. ",energy
1451,"The user will be given a certain amount of attempts to get the signal correct, A signal or voice command shall be given to alert authorities., If the signal is not given a silent alarm will be sounded, and authorities will be called.",safety
1452,"the dog is now in the room., the dog runs into the dark room., the dog is in the room and the lights should come on.",energy
1453,"the smart home recognizes movement and light turns on, i walk into a room to do homework, the light remains bright for a well light work area",health
1455,"your forgot to turn the light off but after no movement the lights fade out, you lay down in your bed, your exhausted from a long day, your able to sleep with out worrying about turning off the lights.",health
1458,"you left the house in a hurry and forgot to turn off 3 or 4 lights, you leave to run errands for the day, after the smart home notices no movement the lights turn off and you save energy",energy
1459,"when crawling into the room he will trigger the light if it works., I let my son crawl into the room, light should turn on immediately",energy
1460,"I plan to watch tv, I sit down on the couch to watch tv in the room, the lights should come on at a dim setting perfect for watching tv",entertainment
1461,"context is good, very nice, nice full thought",entertainment
1462,"context is good, very nice, nice full thought",entertainment
1463,"A pet is recognized as a non-human movement., A pet is in the room., The lights should continue to fade out to conserve energy.",energy
1464,"good level of acting, conclousion and synopsis is good, nolan direction ship",entertainment
1465,"teenager arriving home at night, My teenager arrives home after a date. It is dark outside., a few lights should turn on in the house.",safety
1466,"script writing, written is best story telling, good thinking in direction",entertainment
1467,"script writing, written is best story telling, good thinking in direction",entertainment
1468,"your hands are full and you cant turn on the lights, come home after dark, the smart home senses activity and lights turn on and you are able to make your way inside without tripping.",energy
1469,"Person in the room wakes up from a nap, Once movement is detected, the lights will fade back on., lights will slowly come back on.",health
1470,"crying baby needs to be checked on., the baby is crying and I wake up to check on her in the nursery that is down the hall., when I enter the hall the lights should turn on so I can see.",safety
1471,"the context is good having to method, the stimulsas is good to working, The all methode is good to leaving alone",entertainment
1472,"you walk towards the house, you come home late and forgot to turn on outside lights, the outside lights are triggered and you are able to see the walkway and porch",safety
1473,"the nice content, having good working, the content of response",entertainment
1475,"There is no movement or noise for a preconfigured  time, Smart home should automatically fade to save energy, Rooms lights should switched off automatically",energy
1476,"As a pet enters the room or moves within the room, If a pet comes into the room the room will stay dark, lights should stay off and not be activated",energy
1478,"its dark outside , but there no movement because you are watching a movie and you dont want it completely dark but also not bright, watching a movie , the smart home adjust the lighting to dim for the length of the movie",entertainment
1479,"It is nighttime and the light are on., There is no movement in the living room for 30 minutes, Lights turn off",energy
1480,"the mega trube of the male, the content of the sale, the avg type of the content",entertainment
1481,"It is dark outside and movement in sensed. , Person walks into kitchen, Light turns on",energy
1482,"Some person walks into a dark room, Lights should turn on automatically to enhance convenience ans safety, Lights should turn on",energy
1483,"It is dark out and movement is sensed. , Movement is detect near the side entrance of the house. , The light at the side door turns on. ",safety
1484,"while sitting outside for an extended period of time, If you are outside the home and want it to stay dark for fireworks, or something, The lights will detect once a finger is scanned that it is not wanted to come on",safety
1485,"There is no noise or movement in the room. , I am lying on the couch pensive, motionless and silent., The lights automatically and inconveniently fade off.",energy
1486,"The TV is on and can be sensed by the lights. , Movement in the room is very light and the TV is turn on. , The light dims. ",entertainment
1487,"the smart home lights detect movement and turn on, raccoon begins digging through the trash, the raccoon is scared off and didnt have a chance to tear up your trash and make a mess",safety
1488,"Once it senses additional people and activity, or people that are spread out within the room, In a living room setting, when multiple people are in the room, Additional lighting will come on for certain areas of the room",safety
1489,"It is dark outside and the lights are on. , No noise is heard or movement felt in 20 minutes., The light fades until it goes out. ",energy
1490,"The lights should automatically turn on , I walk into a dark room., The lights turn on.",energy
1491,"bad, good, happy",entertainment
1492,"Some lights should turn on automatically, If any movement outside the home, the smart home should turn on automatically, Lights should turn on automatically so that potential intruders are scared off",safety
1493,"crown, baffalo, surious",safety
1494,"forest, assembly, rain",safety
1495,"money, light, sam",energy
1496,"The lights should automatically turn on when there is movement in the room., My cat walks into the room repeated throughout the night., The lights turn on repeatedly, wasting electricity.",energy
1497,"Smart home should optimize the lighting, Based on the room activity of the users in that room smart home should optimize the lighting, Smart home should optimize the lighting to enhance user experience",safety
1498,"This would save energy and make things easier., Lights should come back on when motion is noticed., Light timing is a good idea.",energy
1499," Turn on when back, Turn off the light, light management",energy
1500,"Turn on when back, Turn off the light  , light management",energy
1501," Turn on when back , Turn off the light, light management",energy
1502,"Turn on when back , Turn off the light , light management",energy
1504,"When I pass through the living room, the lights automatically turn on, I walk from by bedroom to the kitchen naked.  I must pass through the living room., My naked (but awesome) form is exposed through the semi open curtains to the delight of some and dismay of others",safety
1505,"Turn on when back , Turn off the light , light management",energy
1506,"There is no more movement at the house, since it is night time, and no noise either. , Once it is late at night, I head to bed, with nobody up to do any movements., Lights should fade off to save energy.",energy
1507,"The smart home should automatically recognize my face and body., It is late at night and I walk into the kitchen for a late night snack., The lights should turn on automatically. ",health
1508,"The movement is recognized as a family member., A mate walks into the bedroom after their partner has fallen asleep., The lights do not turn on.",safety
1510,"It is dark and there is movement outside, An ex girlfriend is stalking me and is creeping in the bushes outside my home at night, Several lights are automatically turned on.  I am alerted to her presence outside and am able to douse her with a pot of leftover pasta.",safety
1512,"Their face and body are authorized; it is night time., It is late at night, and intruders are making their way through the front gate, The lights should turn on.",safety
1513,"There is even of us in the living room, and we are watching television., It is Saturday and I am having a birthday party for my niece who is turning 7, The lights should go dim to enhance the television viewing experience and make it easier to stare at the television screen without outside light reflecting on it.",entertainment
1514,"someone is outside, a sensor should turn lights on, a robber is outside the house, a few lights should turn on to scare off the robber.",safety
1516,"No one is home., We are away on a camping trip and no one is home., Lights should turn off.",safety
1517,"The is movement in the room and the lights should automatically turn on, I am a young man sneaking my girlfriend into my parent's house., The lights turn on, alerting my parents who embarrass me and make the young lass leave.",safety
1518,"Once the house empties no one is left., We are all at work or school., The lights should turn off.",energy
1519,"going into the room the lights should turn on and be bright so I can see well., I go into the craft room to paint miniatures. , the lights should turn on and should be bright.",energy
1520,"There is nothing else moving or making noise in the house, it is day time and during the preconfigured time., I leave my house., All lights should turn off in the room.",safety
1521,"Her face and body are authorized.; it is late at night., My wife gets home late from work and forgets where the light switch is., Lights should turn on.",energy
1522,"They are not authorized and it is late at night., My friends come over to watch the game on TV., Lights should turn on to let me know they are near.",entertainment
1523,"It is dark and I am unable to see without lighting, I walk into an unlit room in my house., The lights turn on",energy
1524,"It is late at night., We are all in my bedroom playing computer games, Lights should go a little brighter to cause less stress on our eyes.",energy
1525,"It is night time/dark outside , There is movement detected outside my home., Turn on lights in area where motion was detected.",safety
1526,"The lights are programmed to fade off after fifteen minutes. No one else enters the room., I leave the room and stay out of it for two hours., The lights should go off.",energy
1527,"I am watching TV, I am in the room, Dim lighting to enhance TV",entertainment
1528,"We are having dinner , I am in the room with others, Dim the lights slightly so that everything is still visible and safe but gives a warm feeling for the meal.",energy
1529,"The system is set to recognize certain sounds and not have the lights respond to them. This is one of those sounds., I leave my cell phone in the room and leave the room. The cell phone rings after thirty minutes., The lights don't come on.",energy
1530,"We are working on a puzzle or playing a board game., I am in a room with others, Make sure lights are bright enough that we do not need to strain to read things.",health
1531,"I am reading a book or magazine, I am in a room, Turn up the lighting so it is easy for me to read without straining my eyes.",entertainment
1532,"It is twenty of us late at night., We are having a late night dance in the living room., The lights should brighten up as much as possible.",safety
1533,"The room is dark, but it recognizes that the pet is not a person., My pet walks into the room., The light doesn't come on.",safety
1534,"When sexual relations are detected, the smart home is preconfigured to change the color of the lighting depending on the intensity of the sexual act.,  I am engaged in a passionate yet low intensity sexual encounter with an attractive paralegal., The lights turn to a soft blue",energy
1535,"There is no sound, or movement in the room for 7-10 minutes., Someone(s) exits the room., The lights turn themselves off.",safety
1536,"It is daytime, No one is in the bedroom, Lights should fade.",health
1537,"The room is dark. The lighting recognizes that the vacuum cleaner is not a living thing., My robotic vacuum cleaner rolls into the room to clean., The light doesn't come on.",health
1538,"It is night time, Person walks into the room, Lights should turn on",safety
1539,"It is daytime and light is shining through the windows, Person walks into the house, Lights should not turn on",safety
1540,"It is daytime, Person walks into the bathroom, The light should turn on",energy
1541,"The lights are at a dim setting. The program recognizes my voice and the vocal command., I call out, Reading"" as I settle down on the couch with a book."", The lights come on to full brightness.",energy
1542,"It is night time, Someone peeks through the window, Lights should turn on close to the location of the movement.",safety
1543,"It is bright in the room. The system recognizes my prone position as resting., I decide I'm tired and ready for a nap., The lights dim.",entertainment
1544,"It it is daytime, A person leaves the bathroom, The light should turn off",energy
1545,"It is night time, Someone is cooking in the kitchen, Lights should be bright",safety
1546,"It is dark outside. There are perimeter lights all round the house., There is a raccoon in the trash bins., The lights next to the garbage cans come on.",energy
1547,"It is night time, A person is watching TV in the bedroom, Lights should dim a bit",entertainment
1548,"The house detects movement, footsteps, and/or noise (such as breathing) within the perimeter of the house. , Someone(s) is approaching any part of the perimeter of the house after sunset.  , The lights around the perimeter of the house fade up into a very bright, high beam light to brighten the entire perimeter of the home to bring awareness and scare off any intruders.",safety
1549,"There is noise in the room., My antique grandfather clock chimes every quarter hour., The lights fail to fade off",health
1550,"There is no movement in the room., I leave my home for work., The lights fade off in the room.",safety
1551,"The lights should allow for brief dim lighting as I walk across the room, I am only briefly walking through the room , The lights turn to dim for 60 seconds then fade back off.",energy
1552,"There is no movement or audible noise in the room, but I am present., I am sitting still at my computer desk watching something with headphones in., The lights should not fade off.",health
1553,"There is movement in the room., I walk into my room at night., The lights turn on.",energy
1554,"Someone is moving into the room, but it isnt a person., My large dog walks into my bedroom at night., The lights should not turn on.",safety
1555,"There is movement in the dark., Someone comes into my yard at night., Some lights turn on.",safety
1556,"It is dark. The system recognizes my movement as coming from inside the house to outside., I step outside to get the paper., The system turns on a soft setting to help me find the paper.",safety
1557,"There is movement outside the home, but it is too small to be a person., A squirrel comes into the yard at night., The lights should not turn on.",safety
1558,"I am not moving. , I am about to go to sleep, The lights should shut off. ",health
1559,"I have the lights preconfigured to dim when I play a movie at night., I put on a movie at night., The lights dim.",entertainment
1560,"I give the voice command of disco"". "", I am about to host a party with dancing. , The lights should begin to change colors.  ",health
1561,"I have the lights configured to brighten when I am cooking., I start to cook something on the stove., The lights should brighten over the stove.",health
1562,"The lights should cut on and stay on until they have come inside, My friend pulls up into the driveway., If the person is on the porch the light should stay on",energy
1563,"The lights should recognize the sound of sex., I am engaged in sexual activity with my wife. , They should dim to set the mood.  ",entertainment
1564,"They sit in their designated study area. , The children need to study. , The lights should turn on and focus on the table where they are studying. ",safety
1565,"The lights can tell its a large bear by the size of it., A wild animal is approaching from the forest., The lights should flash like a siren to scare away the bear. ",safety
1566,"It's night time. , I turn on the TV. , The lights should turn off so I can focus on the television picture better. ",entertainment
1567,"The lights should recognize it is not a family member. , An intruder has made it into the home. , The lights should flash red like an alarm to make the intruder believe an alarm has been triggered and run away.  ",safety
1568,"They do not want the house to appear unoccupied while they are away, and want some lights to come on inside the house at night (to deter break-ins / burglars)., The house is empty, as the family has gone away on holiday for a week., Must have the ability to program lights to turn on and off at set times when no one is home (and there is no movement to trigger lights).",safety
1569,"There is no way to see in the house. , A blackout has occurred. , The lights should automatically connect to an internal battery source to allow for sight.  ",safety
1570,"A pet doesn't need the lights on. A pet is shorter and smaller than a human, A family pet (dog, cat, hamster) enters the room when there are no people present.
, The system should be able to recognize pet movements so lights do not come on.",safety
1572,"Any family member or authorized person in the household,after a certain time in the evening., I exit the TV room to go to bed and a predetermined light fades off., The light you dim slowly until it is off.",health
1573,"A toddler is small and crawls, but is more jerky than an animal (meaning it is a human)., A toddler crawls into a room., 
The lights turn on.",safety
1574,"The room is dim, but not as much that one cannot move about without effort. It is daytime., A person walks into the room., The lights do not turn on.",energy
1575,"A cat is small, similar to a toddler, but its movements are smooth and it seems sure of its step. It is night time., A cat crawls into a dark room., The lights do not turn on.",safety
1576,"The room is pitch dark. It is night time., A person walks into a room., The lights come on.",energy
1577,"Small outdoor animals (squirrels, rabbits, cats, birds, etc.) scamper on the grounds near the house at night., Two squirrels are running around the yard chasing each other. , Animals should not trigger outdoor lights to come on.",safety
1578,"The person is the owner of the house, but it is 3am., A person walks up to the house., The light turns on.",health
1579,"Despite the late hour, there are already lights on in a few of the rooms because the owners are still awake., A stranger approaches the house., The house does not turn on more lights.",energy
1580,"No one has entered or left the room., A room is left empty for a few hours., The house fades the lights off.",energy
1581,"No movement in room causes lights to fade off. Grandpa can't see anything when he wakes up and wants to go to his bedroom., Grandpa fell asleep on the living room sofa before heading to bed for the night. , Small night-lights should come on when room lights turn off in order to aid with vision at night.",safety
1582,"Any household member that exceeds 48 can trigger this action."", When a person opens the laundry room door to a minimum of 30°., My four-year-old son is not authorized, he is only 46",safety
1583,"It is after midnight and the person has not moved in a few hours., A person has fallen asleep in a room, but the lights are still on., The home fades off the lights.",health
1584,"got it., i well done, i well done.",energy
1585,"happy well., sometimes take this., working do it.",health
1586,"The person is still awake and is using the light. It is 8PM and residents of the house do not normally go to bed until after 10PM., A person has been reading on an iPad for the past three hours, with barely any movement and no noise., The lights do not fade.",health
1587,"Other people in the room are working on their computers, reading, or playing a game. It is evening., A person is watching TV in a room., The lights base their brightness at the lowest threshold for the activity that needs the most light.",entertainment
1588,"test, math test, maintain our mind ",health
1589,"Lights have been set to theater"" pre-set for watching tv / movies and the room is very dim. No one can see to well enough to clean up /stop the spill from spreading."", Kids are watching a movie and one of them spills their cherry soda all over the carpet., Override switch needs to be available in order to bring up house lights in a hurry in the case of a spill or accident. ",entertainment
1590,"Puzzles have fine details that require maximum visibility., A person is working on a puzzle., The lights brighten to 100%.",health
1591,"No major movements are detected, indicating that the television is the only activity in progress., A person begins to watch TV., The lights dim.",entertainment
1592,"I fall asleep and there is no movement for 10 minutes., I am reading in the living room that has the smart lights installed., The lights should start to gradually dim in order to save energy.",energy
1593,"rest, bedroom, watching tv",entertainment
1594,"I turn the TV on.  , I walk into the family room intending to watch a movie, The TV is connected with the smart lights in the house.  The system knows it is turned on and it takes into account the time of day, and then sets the appropriate amount of lighting that I had already pre-configured.",entertainment
1595,"I settled in a comfortable position and I am quite still and relaxed., I am watching TV in the family room that has the smart lights, The lights start to dim because they don't detect movement, even though I am still in the room and did not fall asleep.",energy
1596,"If for example, I decide to take a short nap while watching television., I clap my hands to deactivate the last preset and turn the system off., System should respond to the clap command and turn lights off until another clap command id performed to resume the last preset.",entertainment
1597,"If someone opens the door (usually by pushing inwards)., For safety and convenience reasons, the lights should be programmable to turn on before the person actually enters the room. The system should automatically activate if a door to the room is opened at night. It should deactivate if the door is closed. , The system turns on the light when it senses that the room door is being opened and turns off when the door is closed. This ensures that the room is lit, just before the person enters.",safety
1598,"the ball bounces into a dark room, a child is playing with a ball in one room, it bounces into another room which is currently dark., the lights should turn on when the ball goes into the room",energy
1599,"The pet runs back and forth because it is playing with a toy. It is night,, A pet walks through the room., The lights should stay off because it is not a human moving.",health
1600,"Person moves or talks in their sleep due to a dream or sleep disorder. It is night., A person falls asleep in the room., Lights should remain off.",health
1601,"Music is playing in the background. It is night,, Company is visiting and socializing., Lights should not dim.",entertainment
1602,"Children turned the tv on before they left the house. It is daytime., Television was turned on., Lights should turn off.",entertainment
1603,"It is Halloween. It is dark out, and you have run out of candy. Lights indicate that you have candy., People keep coming up to your house randomly and you don't want them to know you are home., The lights should stay off.",safety
1604,"You are trying to sleep., There is a raccoon in your trash can outside your back door., Lights should stay off.",health
1605,"My hands are full and it is late., I come home after shopping., Lights should turn on.",energy
1606,"They wake in the middle of the night and are scared of the dark., Child has to use bathroom., Lights should turn on.",energy
1607,"A person is quietly studying while making no movement, A person, The smart lights should stay on so as to provide ample lighting so that the individual can clearly see their notes ",safety
1608,"Multiple people in a room engaging in various activities , Multiple people in a room , Smart lights should find a configuration balance and provide neutral lighting to make the users' differing activities as enjoyable as possible ",safety
1609,"The creature or person enters the room and creates movement., Lights are off, a creature or person enters the room., The lights automatically turn on to allow those entering the room the ability to see until there is no movement for a predetermined time.",safety
1610,"Room is quiet and no movement after 6pm, No movement in the room for 15 minutes, Lights automatically fade off and room goes dark. ",energy
1611,"A completely blind person walks into a dark room , Person , The smart home should keep the lights off in that room because turning them on would be pointless and a waste of energy ",energy
1612,"House detects movement and is alerted of the presence of the intruder, Creature or intruder enters the yard of the house, Lights flash towards the location of the sensed movement.",safety
1613,"Smart home senses the movement of inanimate object, Wind / air conditioning creates movement / ruffling of papers in the room, Lights turn on every so often that the paper ruffling is re-created.",safety
1614,"There is a loud group of people, so the room detects a lot of sound, Party of people enter a room that has a lighting setup that changes color and brightness due to activity, Lights brighten and the color of the room turns to a bright red.",entertainment
1615,"There is a large group of people, but they are watching a movie with the volume turned up relatively loud, Group of people enter a room to watch a movie, Smart home detects the stimulus of sound and brightens the lights within the room, ruining the movie watching experience.",entertainment
1616,"It is the middle of the afternoon on a bright day., A person walks into a room., The lights do not turn on.",safety
1617,"It is an overcast, dark day outside., A person walks into a room to read., The lights brighten enough to give enough light to read comfortably.",safety
1618,"It is evening and many people are over., Loud music begins to play and people move about vigorously., The lights begin dimming and brightening to the beat of the music, simulating a disco ball.",entertainment
1619,"Child is uncomfortable/frightened of being alone in a totally dark room, lights should be set to remain dimmed for a certain length of time before turning off completely.`, Baby has been put down for the night., Lighting plan must be programmable to home owner's specifications. ",safety
1620,"I walked in the room, thus movement., I walk into the room and sit down. I then stand up and walk out of the room., Once I walk out of the room, the lights should fade off after the preset desired time.",health
1621,"My movement should spur the lights to turn on., I walk into the room with lights already off., The lights should come on.",energy
